estrategia,retorno_acumulado,retorno_anualizado,vol_anualizada,sharpe,max_drawdown,turnover_medio
Buy-and-hold Ibovespa,-0.012335891231161966,-0.06064288131947293,0.16059975451163874,-1.0002685359511623,-0.06216853932584232,0.0
Vol-targeting (GARCH baseline),-0.0014420592038458802,-0.007246837974659082,0.13632753078636942,-0.7866851057598856,-0.049564257656582345,0.018368475897464268
Vol-targeting (GARCH-X),-0.005611669644519868,-0.027964030991807776,0.15045959640078987,-0.8504876661435469,-0.05640440542791314,0.01824810699961588
