Date,cond_vol_baseline,cond_vol_garchx
2026-03-26,0.014816224917109343,0.014521294564006207
2026-03-27,0.014865243149619201,0.014523248832279116
2026-03-30,0.014672464469560598,0.014324978140289504
2026-03-31,0.014433707002946564,0.014134155421513125
2026-04-01,0.015019037228070074,0.014740213365582264
2026-04-02,0.014752826428239765,0.01447954185164436
2026-04-06,0.01449027219992025,0.014227980683132762
2026-04-07,0.014233723156063997,0.013984771432814336
2026-04-08,0.013983248703898426,0.013738625552705781
2026-04-09,0.014251592554976305,0.01412204984291377
2026-04-10,0.014259793960974163,0.014249121826866194
2026-04-13,0.014143121865832331,0.01425408494943883
2026-04-14,0.013901563600080382,0.014123074500724208
2026-04-15,0.0136650547372941,0.013913814447034031
2026-04-16,0.013473100787187971,0.013680454827703435
2026-04-17,0.013286667835443432,0.013489061114779204
2026-04-20,0.01312062314916955,0.013311783446605838
2026-04-22,0.01289715737132238,0.013095310041196361
2026-04-23,0.013134464886273005,0.013329250184440226
2026-04-24,0.013025048547136462,0.013152320875799775
2026-04-27,0.012830957075500464,0.012868354126117622
2026-04-28,0.012690281876235247,0.012656425875075776
2026-04-29,0.012532784149275233,0.012392396161733156
2026-04-30,0.01302353648216394,0.01282782869609335
2026-05-04,0.01303427196959271,0.012869597198566536
2026-05-05,0.012965613463201022,0.012886189181182315
2026-05-06,0.012782592598646956,0.012786126019784193
2026-05-07,0.012588570556751862,0.012452112415532355
2026-05-08,0.013301029056705873,0.013062284253576356
2026-05-11,0.01309203669907333,0.012889579504435554
2026-05-12,0.013115077485604481,0.012836211527945143
2026-05-13,0.013027409394599489,0.012665737856607066
2026-05-14,0.013334067529828606,0.012989899574630964
2026-05-15,0.01315602777236222,0.012814151457705892
2026-05-18,0.013004739292850492,0.012598492538044235
2026-05-19,0.012794538050815603,0.012258351407529266
2026-05-20,0.012973165167446782,0.012370422954643235
2026-05-21,0.013139711956286462,0.012606255541863122
2026-05-22,0.01291498392362344,0.012304623746198671
2026-05-25,0.012820011687025856,0.012116815061055379
2026-05-26,0.012645565757972457,0.011886017562584908
2026-05-27,0.012476727482987126,0.011617603228827931
2026-05-28,0.01232021715603393,0.011417851940632849
2026-05-29,0.012152897637281319,0.01115079445680661
2026-06-01,0.012061381463826239,0.010903949555075128
2026-06-02,0.012027626222211067,0.010960530089569941
2026-06-03,0.012000203376215521,0.01091985471843502
2026-06-05,0.012648896264515621,0.011509631622801355
2026-06-08,0.012551974277381615,0.011291884911967897
2026-06-09,0.012356087334036875,0.011082480258727698
2026-06-10,0.01219882082111692,0.010878340455169458
2026-06-11,0.012099301773358434,0.010780699651744094
2026-06-12,0.01228558022951249,0.011028830519812285
2026-06-15,0.012096976004763305,0.010781746474543864
2026-06-16,0.011940958014418546,0.010529670853063711
2026-06-17,0.011794512032885743,0.010315889569116466
2026-06-18,0.011708684777012495,0.010213981002481245
2026-06-19,0.011525592953890542,0.00999463249128584
2026-06-22,0.01134031147662546,0.009785080775813427
2026-06-23,0.01130836726466855,0.009847541003294002
2026-06-24,0.011155966325659343,0.00970226183028147
2026-06-25,0.01103046356612091,0.00966951349935419
2026-06-26,0.010954605558512015,0.00969021456682001
2026-06-29,0.010854823911587836,0.009650205353439665
2026-06-30,0.010690186178124245,0.009393412456150059
2026-07-01,0.010636382536763125,0.009286709163744038
2026-07-02,0.010489274256695156,0.009185352112641898
2026-07-03,0.01037963509188043,0.00922371991937162
2026-07-06,0.010322504823998624,0.00926103264184505
2026-07-07,0.010410400651183321,0.009278205101582808
2026-07-08,0.010275821167717832,0.009031411222201526
2026-07-09,0.010272247008852455,0.009088503169732256
2026-07-10,0.010341126743575752,0.009324834448246172
2026-07-13,0.011544223646039393,0.010767065968111446
2026-07-14,0.011637546784062664,0.010873983786325146
2026-07-15,0.0114750615046875,0.010710875287128663
2026-07-16,0.01132632596054916,0.01038004743835757
2026-07-17,0.011450622579674956,0.010369430994996527
2026-07-20,0.011271469429238234,0.010173330834368458
2026-07-21,0.011107683332276089,0.009982309361874305
2026-07-22,0.010935244030206686,0.009917776793352751
2026-07-23,0.011642546502466967,0.01071876812663954
2026-07-24,0.011507403058874845,0.010444566184239135
2026-07-27,0.01175636647602535,0.010606022093918293
2026-07-28,0.011628550135672657,0.010602773640070813
2026-07-29,0.011496445442024949,0.010452588417325565
2026-07-30,0.011746199674916207,0.010687895440372887
2026-07-31,0.012042053974461966,0.011070368718589508
2026-08-03,0.011864076853230883,0.01091705078848211
2026-08-04,0.011671624229783475,0.010699749321674555
2026-08-05,0.011486633889365539,0.010472835039971855
2026-08-06,0.011308519851180738,0.010233114408209832
2026-08-07,0.011426859282951118,0.010270734040529068
2026-08-10,0.01179929962162442,0.010548537583226962
2026-08-11,0.01162129436534654,0.010344792950653704
2026-08-12,0.012520477802446894,0.011195503214806515
2026-08-13,0.012327545515004186,0.010891134894127796
2026-08-14,0.012139981388489828,0.010597479954613102
